summary,letter
"다이어트를 같이 하기로 했다.
식단을 공유하기로 했다.","미연이에게,
안녕 미연아. 오늘이 너의 생일이야. 생일 축하해.
너랑 같이 다이어트 하기로 한 거 좋은 선택이었던 것 같아. 식단을 공유하고 서로 오늘 운동한 시간도 알려주는건 생각보다 괜찮더라. 동기부여도 생기고 자연스럽게 너랑 더 많은 시간을 보내게 돼서 좋아. 너와 함께 다이어트를 하면서 서로를 더 잘 이해하고 더 가까워진 것 같아. 맛있는 음식을 포기해야 하거나 힘든 운동을 하더라도 너랑 함께해서 더 쉽게 이겨낼 수 있었어. 역시 무언가를 할 때 누군가랑 해야 자극이 되고 잘하게 되는 것 같아.
우리의 몸과 마음이 더욱 건강해지는 그날을 꿈꾸며, 함께 노력하고 서로를 응원해 주며 목표를 이루어 나가자. 이번 생일에 사랑과 행복으로 가득한 새로운 한 해를 맞이하게 되기를 바라. 생일 축하해, 미연아!
하님이가"
"밤바다를 보러 가기로 했다.
편의점에서 폭죽을 사기로 했다. ","미연이에게,
미연이 안녕! 오늘이 너의 특별한 날이야. 생일 진심으로 축하해. 오늘 행복한 일들만 가득하길 바랄게.
요즘 어떻게 지내고 있어? 지난번에 우리 여수에 밤바다를 보러 간 날이 떠오른다. 너랑 모래에 이름을 쓰고 하트를 그려주고 사진도 찍는 것이 정말 즐거웠어. 맥주를 마시면서 옛날이야기도 하고 미래에 대한 이야기도 하는 게 참 좋았어. 우리 불꽃놀이도 했었네. 소박하지만 너랑 함께 있어서 행복한 날이었어. 다음에 기회가 되면 또 너랑 함께 바다로 놀러 가고 싶어. 서로의 이야기 들으면서 모래성도 짓고 물놀이도 하며 즐기자. 
너와 함께 있는 동안 느낀 행복한 감정들은 언제나 기억할게. 우리가 바다로 놀러 가는 그날을 기대하며, 미래에도 우리의 좋은 시간이 더 많아지기를 바라.  생일 축하해.
하님이가"
,
"대학 축제에 같이 가기로 했다.
아이돌의 무대를 보고 싶다고 했다.","윤아에게,
윤아야 안녕! 생일 축하해! 어떻게 지내고 있어?
네가 대학 축제에 가고 싶다고 나한테 문자 보냈던 것 기억나? 너와 여기저기 돌아다니면서 축제 분위기를 만끽한 것 너무 좋았고 사진 많이 찍은 것도 정말 즐거웠어. 너랑 축제를 보니까 피로도 풀리고 학업에 대한 스트레스를 잊혀지더라. 네 덕분에 스트레스 잘 푼 거 같아 고마워! 나중에 네가 학업 때문에 힘들거나 지치면 나한테 말해! 내가 너랑 같이 놀러 가서 스트레스 확 날려줄게. 
축제에 아이돌이 온다고 해서 우리 많이 기대했었잖아. 그때 네가 아이돌 무대를 보면서 같이 노래도 부르고 즐기는 모습 보니까 나도 진짜 즐거웠더라. 언제 우리 둘 다 시간 되면 아이돌 공연을 보러 가자. 
생일 진심으로 축하하고 오늘 하루도 행복하게 보내길 바랄게.
하님이가"
"애견 카페에 같이 가기로 했다.
아이스 스케이팅을 같이 하기로 했다.","윤아에게,
안녕 임윤아! 생일 진심으로 축하해.
요즘 강아지들을 보면 우리가 함께 애견 카페에 간 날 생각나! 사랑스러운 강아지들과 함께 놀고 서로의 반려견 사진을 보여주면서 자랑하던 그 시간 진짜 즐거웠어. 각자 키운 반려견에 대해 이야기하니까 웃음이 끊어지지 않고 계속 떠들고 싶어지더라. 다음에 기회 되면 우리 강아지들 공원에서 같이 산책시키자. 같이 산책할 친구 있어서 강아지들이 좋아할 것 같아.
그리고 지난번에 스케이트를 타는 방법을 알려줘서 고마워. 처음에는 무서웠는데 네가 내 손을 잡아 주니까 안심이 됐어. 아직도 스케이트 타는 게 아주 무섭긴 하지만 그때 너와 함께 스케이트 탄 건 정말 좋은 경험으로 남을 거 같아! 매번 너와 함께 시간을 보낼 때마다 네가 얼마나 착하고 좋은 친구인지 느껴져. 앞으로도 우리의 우정이 더욱 깊어졌으면 좋겠다! 
너의 미래에 행운과 행복이 가득하길 바라! 생일 다시 한번 축하해.
하님이가"
"친구의 대학교를 방문하기로 했다.
기념품샵 있냐고 물었다. 
꽃을 좋아하냐고 물었다.
","윤아에게,
생일 축하해, 윤아야! 오늘은 너의 생일이라 정말 기뻐.
지난번에 내가 네 대학교 방문한 거 기억나? 우리 오랫동안 만나지 못했는데, 그때 너를 볼 수 있어서 너무 좋더라. 너희 학교도 둘러보고 근처 맛집도 먹어보고 정말 좋은 시간이었어. 너희 학교를 둘러보면서 네가 아주 좋은 학교에 다니고 있다는 생각이 들었어. 그래서 친구로서 네가 너무 자랑스러워.
학교 기념품 가게에 들러서 몇 가지 기념품을 사는 게 좋은 선택이었던 것 같아. 기념품을 보니까 네 생각도 나고 네가 학교 자랑하는 모습도 생각이나. 다음에 기회 되면 내 학교를 소개해 줄게! 학교 근처 맛집도 가고 사진도 찍자.
그리고 그날 꽃을 선물해 줘서 고마워. 나 꽃을 진짜  좋아하거든. 네 덕분에 기분 정말 좋았었어! 진짜 고마워, 윤아야.
앞으로도 우리 즐거운 시간을 같이 보낼 수 있으면 좋겠어. 네가 항상 행복하고 건강하길 바라! 생일 축하해.
하님이가"
"발렌타인데이에 같이 밥을 먹기로 했다. 
술 마시고 이차하기로 했다.
","윤아에게,
안녕 임윤아! 생일 진심으로 축하해. 잘 지내?
나 아직도 우리가 발렌타인데이에 함께 보냈던 날을 생각해. 발렌타인데이는 사랑하는 사람들과 보내는데, 그날에 네가 같이 시간을 보내자고 하니까 감동을 받았어. 너랑 같이 밥 먹고 수다 떠는 건 항상 좋고 특별한 날이라 더욱 좋았어.
밥을 먹고 너랑 포장마차 가서 이차 하는 것도 기억해. 같이 술을 마시면 꼭 속 깊은 얘기가 나오더라. 네가 잘 들어주고 공감하니까 내가 무거운 얘기를 편하게 털어놓을 수 있는 것 같아. 또 다음에 화이트데이나, 다른 날을 잡아서 맛있는 음식을 같이 먹고 즐거운 시간을 같이 보내자! 
나에게 있어서 윤아란 사람을 만난 건 정말 행운이야. 항상 고맙고 앞으로 하는 일이 잘 됐으면 좋겠어. 생일 다시 한번 축하해.
하님이가"
"수업 내용을 같이 복습하고 싶다고 했다.
스터디 카페에 가기로 했다. 
교재를 사야한다고 했다.
교보문고에 데이트하자고 했다.
","임윤아에게,
생일 축하해 윤아야! 오늘 네 생일이라서 이렇게 편지를 쓰게 됐어. 
생일에 못 만나서 조금 아쉽지만, 다음에는 함께 시간을 보낼 수 있으면 좋겠어! 우리 같이 스터디 카페 가서 수업 내용을 복습한 날이 아직도 기억나. 열심히 공부하면서 가끔 농담도 치고 하니까 공부할 때 지루하지 않아서 좋았어. 이해 안 되는 부분이 있으면 서로한테 물어보고 이해될 때까지 서로 가르쳐주니까 공부가 진짜 잘되더라.
그리고 교재를 사야 해서 우리 교보문고에 갔었지. 너랑 교보문고에서 놀 줄이야. 너랑 좋아하는 책 이야기도 하고 귀여운 노트랑 파우치를 구경하니까 재미있더라. 교보문고에는 자주 안 가지만 다음에 가게 되면 네가 떠오를 것 같아.
오늘 생일 진심으로 축하하고 하는 일이 항상 잘 됐으면 좋겠어. 꼭 만나자!
하님이가"
"수업을 땡땡이 치기로 했다. 
가로수길을 둘러보기로 했다.
플래그십 스토어에 가기로 했다.","윤아에게,
임윤아 생일 진심으로 축하해. 생일에 맛있는 것 많이 먹고 많이 웃으면 좋겠어.
너랑 같이 있으면 항상 좋고 즐겁지만, 같이 수업을 땡땡이 친 날이 제일 즐거웠어. 원래는 늦게 일어나거나 가기 귀찮아서 결석했는데 누군가랑 수업을 땡땡이 치는 것 처음이었어! 그래서 더 재미있었어.
우리 그날 수업 안 듣고 가로수길에 갔었잖아. 플래그십 가게에 가고 싶다고 해서 가게 됐는데 생각보다 가게가 엄청 많고 예뻐서 보는 내내 마음이 행복해지더라고. 너랑 가니까 더 그랬던 것 같아. 다음에 우리 시간 내서 가로수길에 또 가자. 돌아다니면서 사진을 많이 찍고 맛있는 것도 먹자. 기대 된다!
너에게 오늘 하루만큼은 특별하고 행복한 순간으로 가득 찬 날이 되기를 바라. 생일 다시 한번 축하고 내가 많이 사랑해.
하님이가"
"할로윈때 분장 하고 싶다고 했다.
홍대에 가서 놀기로 했다.
근처 술집에 가기로 했다.","은정이에게,
잘 지내고 있어? 생일 진심으로 축하해.
너랑 알고 지낸 지 벌써 이만큼이나 시간이 흘렀네. 최근에 우리 할로윈 파티를 즐겼었지. 할로윈 때 분장해서 밖에 나가고 싶다고 한 것 기억나? 서로한테 메이크업도 해주고 옷도 골라주고 진짜 재밌었잖아. 그때 우리 둘 다 분장 진짜 만족해서 길거리에서 사진도 많이 찍었었는데. 그냥 할로윈데이였을 뿐인데 그날 나 진짜 너무 행복했었다. 아마 너랑 함께 있어서 좋았었나 봐.
난 너랑 술을 많이 마시지 못했지만, 그날 우리 술도 마시고 잡담도 나눴어. 그때가 너무 좋아서 다음에는 학교 근처에 있는 술집에 가서 너랑 한잔하고 싶어. 꼭!
너의 삶에서 항상 행복과 사랑이 넘쳐나길 바라고 너의 꿈들이 이루어지기를 진심으로 바라. 생일 축하해 은정아.
하님이가."
"면접준비 같이 하자고 했다.
도움이 될 것 같다고 했다.","은정이에게,
안녕 임은정! 오늘이 무슨 날? 은정이 태어난 날. 생일 축하해 은정아. 사랑하는 사람들과 즐거운 시간을 보내길 바라.
너랑 친구 하기 잘했다고 늘 생각하지만, 우리 같이 면접 준비 함께할 때 진짜 너랑 친구 하길 잘했다고 엄청 느꼈어. 진짜 네 덕분에 면접 준비하는 게 즐거웠고 네가 나에게 큰 도움이 되어주었던 거 같아. 보통 이렇게 뭔가를 같이 하면 싸우기도 하고 그러는데, 너랑 함께하니까 좋은 시너지도 생기고 싸울 일이 전혀 없더라고. 진짜 네 덕분에 면접 준비 잘한 거 같아. 그리고 너랑 같이 면접 준비하면서 혼자 할 때보다 둘이 함께 할 때가 더 큰 가치가 있다는 것을 알게 됐어. 앞으로도 우리 서로 도우면서 좋은 시너지를 내보자!
내 인생에서 너란 사람을 내 친구라고 할 수 있어서 큰 축복이야. 네가 어디에 있든 늘 성공하고 늘 행복하고 건강하면 좋겠어. 생일 다시 한번 축하해. 내가 너를 많이 아끼는 것 알지?
하님이가"
"졸업식에 가기로 했다. 
꽃다발을 마음에 들었다고 했다.","은정이에게,
은정아 안녕? 생일 축하해! 미역국이랑 생일 케이크를 먹었어?
지난번에 너의 졸업식에 갔을 때가 생각이 나. 나랑 같이 입학한 내 친한 친구가 졸업하다니 너무 자랑스럽고 기특해. 그동안 우리 같이 대학 생활을 보내면서 함께 열심히 공부하고 그랬었는데 이제 나랑 같이 놀아줄 사람이 없어서 한편으로는 슬퍼. 너랑 시간을 보낸 내내 너무 좋았고 항상 끝까지 날 도와준 널 보면 네가 마음씨 예쁜 사람이라고 생각해.
꽃다발을 마음에 들었다고 하니까 다행이네. 예쁜 꽃을 고르려고 애를 좀 썼어. 우리 시간 나면 빨리 만나자! 엄청 보고 싶어. 
내 인생에 와줘서 고맙고 좋은 친구 되어줘서 고마워 은정아. 앞으로 일어나는 일이 잘 되길 바라고 미래의 은정도 성공하기를 기도할게. 생일 축하해 은정아. 내가 많이 사랑해.
하님이가"
"춘천에 엠티에 같이 가자고 했다.
게임하고 고기 먹고 재미있겠다고 했다.
산책하고 별을 보자고 했다.","은정이에게,
생일 진심으로 축하해! 생일에 뭐 하고 노는지 궁금하네.
올해도 너랑 여기저기 돌아다니고 재미있게 놀았는데 그중에서도 너랑 엠티 같이 간 날이 제일 즐거웠어. 춘천의 좋은 공기 마시면서 다른 사람들과도 친해지고 특히 너랑 더 친해진 것 같아서 엠티에 간 것이 잘했다고 생각해. 게임을 하면서 즐겁게 놀고 맛있는 고기도 먹고 진짜 즐거웠어. 같이 가자고 해서 고마워 은정아.
엠티 하는 동안 제일 좋았던 순간은 너랑 밤에 산책할 때였어. 산속이어서 그런지 별을 잔뜩 봤고 너랑 이것저것 일상 얘기를 공유했지. 그날 밤 너랑 더 가깝게 느껴져서 너무 좋았고 더 친해지고 싶다는 생각이 들었어. 
앞으로도 더 많은 시간을 보내고, 더 많은 이야기를 공유하면서 우리의 우정을 키워 나가자. 항상 건강하고 생일 다시 한번 축하해.
하님이가"
"네일 아트를 집에서 같이 하기로 했다.
음식을 사와달라고 부탁했고 알겠다고 했다. 
","수연이에게,
수연아 안녕! 생일 진심으로 축하해!
올해 너랑 가장 재미있게 놀았던 날을 꼽으라면 집에서 너랑 네일 아트했을 때였어. 너랑 같이 이야기도 하고, 농담도 하면서 네가 좋아하는 스타일로 꾸미니까 너무 즐겁더라. 너랑 더 친해진 느낌도 들고 말이야. 우리 자주 이렇게 만나서 같이 네일아트 하자! 
그리고 지난번에 내가 기말 프로젝트 때문에 바빴을 때 너한테 음식 포장해달라고 부탁한 것 기억나? 그때 네가 망설임 없이 도와줘서 나 그때 진짜 감동했잖아. 정말 고마워. 덕분에 밥 든든하게 챙겨 먹었어! 만약 나중에 네가 바쁠 때 밥 먹을 시간 없을 때 나한테 말해! 내가 그때 음식 시켜줄게! 
앞으로도 바쁠 때 서로 챙겨주는 친구로 지내자. 생일 다시 한번 축하하고 오늘 하루 행복하게 보내. 사랑해.
하님이가"
"꽃시장에 같이 가기로 했다.
요리 수업을 받고 싶다고 했다. ","수연이에게,
생일 진심으로 축하해 이수연! 잘 지냈어?
요즘 꽃이 여기저기 많이 보여서 너랑 양재꽃시장에 간 날이 떠오르더라. 꽃시장에 들어가자마자 네가 신나 하는 거 보고 나도 기분이 좋았어. 네가 꽃을 엄청 좋아하니까 같이 가자고 했는데 네가 그렇게까지 기뻐할 줄 몰랐어. 정말 잘 데려간 거 같아서 기쁘더라! 다음에 우리 또 함께 꽃 사러 가서 이쁜 사진 많이 찍자. 근처에 식당 가서 맛있는 음식도 먹자.
그리고 네가 요리 수업에 등록하고 싶다고 했는데 네가 새로운 취미에 흥미를 느끼는 모습을 보니 나도 기뻐. 나중에 나한테 맛있는 요리 해주라! 먹어보고 싶어. 나도 기회가 된다면 너한테 요리해 줄게!
올해도 너의 생일을 축하할 수 있어서 너무 좋고 이번 생일이 더 행복하고 건강하기를 바랄게. 생일 축하해 수연.
하님이가"
"여의도에 불꽃축제를 보고싶다고 했다.
근처 현대 백화점에 가서 아이쇼핑하기로 했다.","수연이에게,
생일 진심으로 축하해! 요즘 어떻게 지내?
우리가 함께 여의도에 불꽃축제를 갔던 그날을 생각하면 기분이 좋아져. 정말 환상적인 불꽃을 보면서, 함께 기념사진도 찍고, 좋은 시간을 함께 보냈던 것 같아. 대형 이벤트라 사람이 엄청 많고 복잡했지만, 그런 상황에서도 너랑 함께라 너무 행복했어. 다음에 또 이런 이벤트에 너랑 같이 가고 싶어!
그리고 우리 축제 중간에 나와서 현대 백화점에 아이쇼핑을 했던 그 순간도 잊지 못해. 서로의 스타일이 비슷해서 그런지 더 재미있게 구경을 즐길 수 있었던 것 같아. 되돌아보니 너와 함께한 추억이 정말 많네. 너랑 함께한 기억들은 항상 좋은 기억으로 남는 것 같아! 고마워. 
앞으로도 더 많은 즐거운 순간들을 함께 만들어 나가자, 수연아! 생일 다시 한번 축하하고 많이 사랑해.
하님이가."
"배구 대회에 응원해주라고 했다.
토론 동아리는 어떻게 되어 가는지 물어보았다.","수연이에게,
임수연! 오늘은 너의 특별한 날이네. 생일 축하해! 생일 케이크는 먹었어?
지난번에 배구 대회에 와줘서 고마워. 그냥 농담으로 한 말이었는데 진짜로 올 줄은 몰랐어. 네가 와준 덕분에 대회가 더욱 즐거워진 것 같아. 나를 응원하는 친구가 있으니까 하루 종일 기분이 좋았고 든든했거든. 너밖에 없다 수연아. 
그리고 너의 토론 동아리는 어떻게 되어가? 토론 동아리를 통해 많은 경험과 좋은 사람을 많이 만날 수 있으면 좋겠어. 친구로서 너한테 좋은 일만 일어났으면 좋겠단 말이야. 너의 동아리가 대회가 열리면 내가 응원하러 갈게. 장소하고 시간만 알려주면 간식 많이 사 들고 응원하러 갈게! 
이번 생일이 네가 원하는 모든 것들이 이루어지고, 행복한 순간들이 가득하기를 바랄게. 생일 축하해 수연아.
하님이가"
"만우절에 교복을 입기로 했다.
미뤘던 캠퍼스 투어를 하기로 했다.","수연이에게,
생일 축하해 수연아!
올해도 너랑 계속 붙어 다니며 많은 시간을 같이 보내서 좋아. 만우절에 나랑 같이 교복 입었던 거 기억나지? 그날 봄이라 날씨도 화창하고 기분이 진짜 좋았는데, 그치? 너랑 사진도 찍고 이야기도 나누고 정말 좋은 시간이었던 것 같아. 
그 이후에 우리가 미루고 미뤘던 캠퍼스 투어를 드디어 했었잖아. 캠퍼스 투어하면서 교내에 피어있는 벚꽃 구경하면서 너랑 같이 걸으니까 정말 즐거웠어! 공부로 받은 피로도 조금이나마 풀 수 있어서 좋았어. 그러고 보니 너랑 함께 간 모든 곳이 좋았고 신났어. 난 너를 많이 좋아해서 그러는 것 같아. 너도 그렇게 생각했으면 좋겠어. 
오늘 생일 진심으로 축하하고 행복한 하루 보내길 바라! 항상 고맙고 넌 정말 나한테 아끼는 친구야! 생일 축하해!
하님이가"
"개강 파티에 같이 가자고 했다.
같이 가줘서 고맙다고 했다.
","수연에게,
수연이 생일 축하해! 요새 어떻게 지내고 있어?
요즘 너무 바빠서 너랑 못 본 지 오래된 것 같아. 생각해 보니까 개강 파티에 같이 갔을 때 본 게 마지막이네. 네가 그런 곳에 잘 안 가는 거 다 아는데 같이 가주겠다고 했을 때 얼마나 고마웠는지 몰라. 고마워 수연아. 다른 과 친구들이랑 술 마시고 대화하면서 노는 거 진짜 재밌더라! 물론 너랑 노는 게 훨씬 더 재밌지만 말이야! 너도 언제든지 얘기하고 싶은 것이 있거나 어디 가고 싶다면 나한테 얘기해줘. 난 너랑 시간을 보내는 것을 좋아하거든. 바쁘더라도 가끔은 밥이나 커피 한잔하고 같이 즐길 수 있으면 좋겠어. 우리 시간 내서 한 번 꼭 보자!
이번 학기도 잘 마무리하고 이번 생일이 너에게 특별한 하루가 되길 바라. 항상 건강하고 생일 축하해 수연아.
하님이가"
